TITRE,Date de diffusion,Chaîne,Nationalité,Téléspectateurs (en millions),Part d'audience (en %),Jour,Vacances scolaires,IMDB ID,IMDB - Note moyenne,IMDB - Nombre de votes,Année de sortie,Genres,Durée (en min.)
LES AFFAMEURS,2020-12-28,Arte,Etats-Unis,1.959828,7.8,Monday,oui,tt0044413,7.2,10289,1952,"Action,Adventure,Drama",91
IBIZA,2021-07-04,France 2,France,5.127646,23.7,Sunday,non,tt3685236,5.2,19077,2018,"Comedy,Romance",94
GREEN BOOK : SUR LES ROUTES DU SUD,2021-02-07,France 2,Etats-Unis,4.669002,19.5,Sunday,oui,tt6966692,8.2,612527,2018,"Biography,Comedy,Drama",130
VOYEZ COMME ON DANSE,2021-04-11,France 2,France,4.496076,17.6,Sunday,oui,tt0290916,6.5,2645,2002,"Comedy,Drama,Romance",103
LE GOUT DES AUTRES,2021-01-20,France 2,France,4.438434,17.8,Wednesday,non,tt0216787,7.2,10567,2000,"Comedy,Drama,Romance",112
3 BILLBOARDS : LES PANNEAUX DE LA VENGEANCE,2021-01-10,France 2,Europe,4.380792,18.0,Sunday,non,tt5027774,8.1,571637,2017,"Comedy,Crime,Drama",115
LE PROFESSIONNEL,2021-09-07,France 2,France,4.263436,18.8,Tuesday,non,tt0082949,7.4,17968,1981,"Action,Crime,Drama",108
UN HOMME PRESSE,2021-03-14,France 2,France,4.150224,16.0,Sunday,non,tt6948326,6.4,1904,2018,"Comedy,Drama",100
DOCTEUR ?,2021-12-12,France 2,France,3.975366,17.5,Sunday,non,tt11013572,6.5,2426,2019,Comedy,90
L'EMPEREUR DE PARIS,2021-01-17,France 2,France,3.74673,16.0,Sunday,non,tt7025976,6.3,6325,2018,"Adventure,Crime,History",120
LES CHATOUILLES,2021-03-17,France 2,France,3.74673,15.1,Wednesday,non,tt7502234,7.2,1836,2018,"Comedy,Drama",103
LES VIEUX FOURNEAUX,2021-12-16,France 3,France,3.226384,14.2,Thursday,non,tt7654890,6.1,972,2018,"Comedy,Drama",89
SANG FROID,2021-12-02,France 3,Europe,2.765472,12.9,Thursday,non,tt5719748,6.2,80684,2019,"Action,Comedy,Crime",119
PAULINE DETECTIVE,2021-08-16,France 3,France,2.650244,12.5,Monday,oui,tt2246909,5.6,487,2012,"Comedy,Crime,Mystery",101
JACK REACHER,2021-02-04,France 3,Etats-Unis,2.59389,11.2,Thursday,non,tt0790724,7.0,374803,2012,"Action,Thriller",130
LA FAILLE,2021-02-15,France 3,Etats-Unis,2.536248,10.5,Monday,oui,tt0488120,7.2,224456,2007,"Crime,Drama,Thriller",113
APPALOOSA,2021-01-28,France 3,Etats-Unis,2.478606,10.7,Thursday,non,tt0800308,6.7,65764,2008,"Crime,Drama,Romance",115
L'INCROYABLE HISTOIRE DU FACTEUR CHEVAL,2021-04-05,France 3,France,2.478606,9.3,Monday,non,tt7248884,7.1,1525,2018,"Biography,Drama",105
UN CRIME AU PARADIS,2021-08-02,France 3,France,2.477402,12.0,Monday,oui,tt0245530,6.5,2046,2001,Comedy,89
L'HERMINE,2021-11-18,France 3,France,2.477402,11.5,Thursday,non,tt4216908,6.6,2442,2015,"Comedy,Crime,Drama",98
AURORE,2021-02-25,France 3,France,2.420964,10.4,Thursday,non,tt0430895,7.3,1720,2005,Drama,115
L'ASCENSION,2021-01-08,France 4,France,0.749346,3.1,Friday,non,tt0075404,8.2,10705,1977,"Drama,War",111
LE MARIAGE DE MON MEILLEUR AMI,2021-02-26,France 4,Etats-Unis,0.518778,2.3,Friday,non,tt0119738,6.4,159321,1997,"Comedy,Drama,Romance",105
"TERRA WILLY, PLANETE INCONNUE",2021-04-23,France 4,France,0.461136,1.7,Friday,oui,tt8329148,6.6,2448,2019,"Adventure,Animation,Comedy",89
HAPPY FEET 2,2021-02-19,France 4,,0.403494,1.7,Friday,oui,tt1402488,5.8,48725,2011,"Adventure,Animation,Comedy",100
HAPPY FEET,2021-02-12,France 4,Etats-Unis,0.403494,1.6,Friday,oui,tt0366548,6.4,204553,2006,"Adventure,Animation,Comedy",108
TERRE DES OURS,2021-03-12,France 4,France,0.403494,1.5,Friday,non,tt2705326,7.0,399,2014,Documentary,86
ETRE ET AVOIR,2021-03-05,France 4,France,0.345852,1.4,Friday,non,tt0318202,7.8,8519,2002,"Documentary,Family",104
LE SECRET DE L'ETOILE DU NORD,2021-02-05,France 4,Europe,0.345852,1.4,Friday,non,tt2034761,5.7,1840,2012,"Adventure,Family,Fantasy",80
CROC-BLANC,2021-04-16,France 4,France,0.345852,1.3,Friday,oui,tt0103247,6.7,23026,1991,"Adventure,Drama,Family",107
CIGOGNES ET COMPAGNIE,2021-03-19,France 4,Etats-Unis,0.28821,1.2,Friday,non,tt4624424,6.8,69163,2016,"Adventure,Animation,Comedy",87
COUP DE TORCHON,2021-03-29,France 5,France,1.498692,5.9,Monday,non,tt0082206,7.3,6919,1981,"Comedy,Crime,Drama",128
BLOW OUT,2021-02-01,France 5,Etats-Unis,1.383408,5.5,Monday,non,tt0082085,7.4,67494,1981,"Crime,Drama,Mystery",108
PERIL EN LA DEMEURE,2021-06-07,France 5,France,1.267508,5.4,Monday,non,tt0089860,6.8,1844,1985,"Crime,Drama,Mystery",101
CHEVAL DE GUERRE,2021-05-03,France 5,Europe,1.15228,4.7,Monday,oui,tt1568911,7.2,168141,2011,"Adventure,Drama,War",146
LES CHARIOTS DE FEU,2021-04-26,France 5,Europe,1.095198,4.3,Monday,oui,tt0082158,7.1,67950,1981,"Biography,Drama,Sport",125
ET AU MILIEU COULE UNE RIVIERE,2021-01-11,France 5,Etats-Unis,1.037556,4.1,Monday,non,tt0105265,7.2,67056,1992,Drama,123
37DEG2 LE MATIN,2021-01-04,France 5,France,0.979914,3.9,Monday,oui,tt0090563,7.3,23895,1986,"Drama,Romance",119
MILOU EN MAI,2021-02-15,France 5,France,0.979914,3.9,Monday,oui,tt0097884,7.2,3495,1990,"Comedy,Romance",107
LES NERFS A VIF,2021-05-10,France 5,Etats-Unis,0.979438,4.0,Monday,non,tt0101540,7.3,223326,1991,"Crime,Thriller",128
MOURIR D'AIMER,2021-03-01,France 5,France,0.922272,3.9,Monday,non,tt1494801,5.4,44,2009,Drama,90
LE SENS DE LA FETE,2021-01-24,TF1,France,7.49346,31.2,Sunday,non,tt5699154,6.9,12471,2017,"Comedy,Drama,Romance",117
JUMANJI : BIENVENUE DANS LA JUNGLE,2021-04-04,TF1,Etats-Unis,6.34062,25.1,Sunday,non,tt2283362,7.0,468166,2017,"Action,Adventure,Comedy",119
RETOUR CHEZ MA MERE,2021-05-30,TF1,France,6.33754,28.2,Sunday,non,tt5115024,5.8,2396,2016,"Comedy,Drama",97
BIENVENUE CHEZ LES CH'TIS,2021-10-03,TF1,France,6.279926,29.4,Sunday,non,tt1064932,7.1,45885,2008,"Comedy,Romance",106
LES TUCHE 3,2021-06-06,TF1,France,5.934242,26.7,Sunday,non,tt7066382,4.7,1533,2018,Comedy,95
LE FLIC DE BELLEVILLE,2021-03-28,TF1,France,5.879484,24.5,Sunday,non,tt6913168,5.0,3344,2018,"Comedy,Crime",111
ANT-MAN ET LA GUEPE,2021-04-18,TF1,Etats-Unis,5.879484,23.3,Sunday,oui,tt5095030,7.0,464413,2018,"Action,Adventure,Comedy",118
QU'EST-CE QU ON A FAIT AU BON DIEU ?,2021-11-14,TF1,France,5.819014,25.1,Sunday,non,tt2800240,7.0,46366,2014,Comedy,97
MARIE-FRANCINE,2021-07-25,TF1,France,5.7614,28.3,Sunday,oui,tt6081632,5.7,1464,2017,Comedy,95
A STAR IS BORN,2021-11-21,TF1,Etats-Unis,5.7614,28.2,Sunday,non,tt1517451,7.6,430526,2018,"Drama,Music,Romance",136
BLACK PANTHER,2021-04-22,TMC,Etats-Unis,1.786902,8.4,Thursday,oui,tt1825683,7.3,859664,2018,"Action,Adventure,Sci-Fi",134
TAXI 2,2021-05-12,TMC,France,1.613192,6.7,Wednesday,non,tt0183869,6.5,60367,2000,"Action,Comedy,Crime",88
ROBIN DES BOIS,2021-12-27,TMC,Europe,1.555578,7.7,Monday,oui,tt0955308,6.6,288365,2010,"Action,Adventure,Drama",140
LUCY,2021-11-29,TMC,France,1.497964,6.4,Monday,non,tt2872732,6.4,548632,2014,"Action,Sci-Fi,Thriller",89
ROGUE ONE : A STAR WARS STORY,2021-04-05,TMC,Etats-Unis,1.44105,6.1,Monday,non,tt3748528,7.8,704125,2016,"Action,Adventure,Sci-Fi",133
STAR WARS EPISODE 7 : LE REVEIL DE LA FORCE,2021-08-30,TMC,Etats-Unis,1.44035,7.3,Monday,oui,tt2488496,7.8,989898,2015,"Action,Adventure,Sci-Fi",138
HARRY POTTER ET LA COUPE DE FEU,2021-12-20,TMC,Europe,1.44035,7.1,Monday,oui,tt0330373,7.7,704101,2005,"Adventure,Family,Fantasy",157
LES TUCHE 3,2021-10-27,TMC,France,1.44035,6.3,Wednesday,oui,tt7066382,4.7,1533,2018,Comedy,95
MECHANIC : RESURRECTION,2021-01-04,TMC,Etats-Unis,1.383408,5.6,Monday,oui,tt3522806,5.7,96571,2016,"Action,Adventure,Thriller",98
LES VISITEURS,2021-06-03,TMC,France,1.382736,6.7,Thursday,non,tt0108500,7.0,39016,1993,"Comedy,Fantasy",107
"MAMAN, J'AI RATE L'AVION",2021-04-14,TFX,Etats-Unis,1.325766,5.2,Wednesday,oui,tt0099785,7.7,684127,1990,"Comedy,Family",103
HITMAN AND BODYGUARD,2021-06-30,TFX,Europe,1.325122,6.6,Wednesday,non,tt1959563,6.9,252909,2017,"Action,Comedy,Crime",118
"MAMAN, J'AI ENCORE RATE L'AVION",2021-04-21,TFX,Etats-Unis,1.095198,4.4,Wednesday,oui,tt0104431,6.9,421859,1992,"Adventure,Comedy,Crime",120
LA STRATEGIE ENDER,2021-05-05,TFX,Etats-Unis,1.094666,4.3,Wednesday,non,tt1731141,6.6,258339,2013,"Action,Adventure,Sci-Fi",114
MAN OF STEEL,2021-01-12,TFX,,0.979914,4.5,Tuesday,non,tt0770828,7.1,826167,2013,"Action,Adventure,Sci-Fi",143
TRUE LIES,2021-04-07,TFX,Etats-Unis,0.979914,4.1,Wednesday,non,tt0111503,7.3,288119,1994,"Action,Comedy,Thriller",141
LE GRAND RESTAURANT,2021-05-16,TFX,France,0.979438,4.2,Sunday,non,tt0061728,6.7,6870,1966,"Action,Comedy",85
LA 5EME VAGUE,2021-03-28,TFX,Etats-Unis,0.922272,3.9,Sunday,non,tt2304933,5.2,119809,2016,"Action,Adventure,Sci-Fi",112
BATTLESHIP,2021-11-16,TFX,Etats-Unis,0.921824,4.5,Tuesday,non,tt1440129,5.8,261183,2012,"Action,Adventure,Sci-Fi",131
"MAMAN, J'AI RATE L'AVION",2021-12-07,TFX,Etats-Unis,0.921824,3.9,Tuesday,non,tt0099785,7.7,684127,1990,"Comedy,Family",103
LE JOUR DE GLOIRE,2021-05-07,TF1 Séries Films,France,1.037052,3.9,Friday,non,tt0138539,5.3,240,1976,"Comedy,War",94
L'ARME FATALE,2021-03-25,TF1 Séries Films,Etats-Unis,0.86463,3.8,Thursday,non,tt0093409,7.6,283376,1987,"Action,Crime,Thriller",109
SISSI,2021-12-26,TF1 Séries Films,Europe,0.86421,4.3,Sunday,oui,tt0048624,7.0,10389,1955,"Comedy,Drama,History",102
ELYSIUM,2021-03-18,TF1 Séries Films,Etats-Unis,0.806988,3.3,Thursday,non,tt1535108,6.6,478493,2013,"Action,Drama,Sci-Fi",109
MAD MAX : FURY ROAD,2021-11-21,TF1 Séries Films,autres nationalités,0.806596,3.8,Sunday,non,tt1392190,8.1,1145193,2015,"Action,Adventure,Sci-Fi",120
LE PLACARD,2021-10-14,TF1 Séries Films,France,0.806596,3.7,Thursday,non,tt0243493,7.0,18564,2001,Comedy,84
JUPITER : LE DESTIN DE L'UNIVERS,2021-04-15,TF1 Séries Films,Europe,0.749346,3.1,Thursday,oui,tt1617661,5.3,197002,2015,"Action,Adventure,Sci-Fi",127
INTERSTELLAR,2021-10-21,TF1 Séries Films,Etats-Unis,0.748982,4.1,Thursday,oui,tt0816692,8.7,2238404,2014,"Adventure,Drama,Sci-Fi",169
LES EVADES,2021-09-16,TF1 Séries Films,Etats-Unis,0.748982,3.7,Thursday,non,tt0111161,9.3,2984330,1994,Drama,142
DANS LA LIGNE DE MIRE,2021-11-11,TF1 Séries Films,Etats-Unis,0.748982,3.6,Thursday,non,tt0107206,7.2,116838,1993,"Action,Crime,Drama",128
LA REINE DES NEIGES 2,2021-12-20,M6,Etats-Unis,4.32105,17.9,Monday,oui,tt4520988,6.8,202957,2019,"Adventure,Animation,Comedy",103
BOHEMIAN RHAPSODY,2021-12-01,M6,Europe,4.205822,20.1,Wednesday,non,tt1727824,7.9,612201,2018,"Biography,Drama,Music",134
"VAIANA, LA LEGENDE DU BOUT DU MONDE",2021-04-04,M6,Etats-Unis,4.03494,15.5,Sunday,non,tt3521164,7.6,402407,2016,"Adventure,Animation,Comedy",107
LE CHANT DU LOUP,2021-04-15,M6,France,3.977298,17.3,Thursday,oui,tt7458762,6.9,22113,2019,"Action,Thriller",115
LA BELLE ET LA BETE,2021-12-17,M6,Etats-Unis,3.572068,18.1,Friday,non,tt0101414,8.0,488081,1991,"Animation,Family,Fantasy",84
INSAISISSABLES,2021-02-11,M6,Etats-Unis,3.17031,14.2,Thursday,oui,tt1670345,7.2,726206,2013,"Crime,Mystery,Thriller",115
INSAISISSABLES 2,2021-02-18,M6,Etats-Unis,3.112668,14.0,Thursday,oui,tt3110958,6.4,331408,2016,"Action,Adventure,Comedy",129
SEVEN SISTERS,2021-04-08,M6,Europe,2.997384,13.4,Thursday,non,tt1536537,6.8,138169,2017,"Action,Crime,Fantasy",123
"OSS 117 : LE CAIRE, NID D'ESPIONS",2021-08-02,M6,France,2.823086,14.1,Monday,oui,tt0464913,7.0,23841,2006,"Action,Adventure,Comedy",99
OSS 117 : RIO NE REPOND PLUS,2021-08-09,M6,France,2.707858,13.8,Monday,oui,tt1167660,6.8,16986,2009,"Action,Adventure,Comedy",101
LA CHUTE DE LONDRES,2021-01-18,W9,Etats-Unis,2.01747,8.1,Monday,non,tt3300542,5.9,173398,2016,"Action,Thriller",99
INDIANA JONES ET LE TEMPLE MAUDIT,2021-03-01,W9,Etats-Unis,1.786902,7.9,Monday,non,tt0087469,7.5,546113,1984,"Action,Adventure",118
LES AVENTURIERS DE L'ARCHE PERDUE,2021-02-22,W9,Etats-Unis,1.72926,7.8,Monday,oui,tt0082971,8.4,1060775,1981,"Action,Adventure",115
RED,2021-05-03,W9,Etats-Unis,1.72842,7.0,Monday,oui,tt1245526,7.0,329716,2010,"Action,Comedy,Crime",111
RED 2,2021-05-10,W9,Etats-Unis,1.670806,6.9,Monday,non,tt1821694,6.6,183796,2013,"Action,Comedy,Crime",116
INDIANA JONES ET LA DERNIERE CROISADE,2021-03-08,W9,Etats-Unis,1.556334,6.4,Monday,non,tt0097576,8.2,828518,1989,"Action,Adventure",127
RATATOUILLE,2021-06-29,W9,Etats-Unis,1.555578,7.4,Tuesday,non,tt0382932,8.1,863636,2007,"Adventure,Animation,Comedy",111
AVENGERS,2021-04-26,W9,Etats-Unis,1.498692,6.3,Monday,oui,tt0848228,8.0,1489579,2012,"Action,Sci-Fi",143
DIE HARD 4 : RETOUR EN ENFER,2021-09-27,W9,Etats-Unis,1.497964,6.9,Monday,non,tt0337978,7.1,426225,2007,"Action,Thriller",128
DEADPOOL,2021-01-11,W9,Etats-Unis,1.44105,6.0,Monday,non,tt1431045,8.0,1184074,2016,"Action,Comedy",108
BENJAMIN GATES ET LE LIVRE DES SECRETS,2021-02-10,6ter,Etats-Unis,0.979914,4.1,Wednesday,oui,tt0465234,6.5,259001,2007,"Action,Adventure,Mystery",124
"MISSION : IMPOSSIBLE, PROTOCOLE FANTOME",2021-01-27,6ter,Etats-Unis,0.86463,3.8,Wednesday,non,tt1229238,7.4,537463,2011,"Action,Adventure,Thriller",132
BENJAMIN GATES ET LE TRESOR DES TEMPLIERS,2021-02-03,6ter,Etats-Unis,0.806988,3.3,Wednesday,non,tt0368891,6.9,363459,2004,"Action,Adventure,Mystery",131
L'AGE DE GLACE III,2021-04-21,6ter,Etats-Unis,0.806988,3.1,Wednesday,oui,tt1080016,6.9,271759,2009,"Adventure,Animation,Comedy",94
L'AGE DE GLACE 2,2021-04-14,6ter,Etats-Unis,0.806988,3.0,Wednesday,oui,tt0438097,6.8,303809,2006,"Adventure,Animation,Comedy",91
CENDRILLON,2021-12-26,6ter,Europe,0.806596,3.9,Sunday,oui,tt1661199,6.9,194708,2015,"Adventure,Drama,Family",105
PIRATES DES CARAIBES : JUSQU'AU BOUT DU MONDE,2021-02-24,6ter,Etats-Unis,0.749346,3.6,Wednesday,non,tt0449088,7.1,709926,2007,"Action,Adventure,Fantasy",169
MISSION : IMPOSSIBLE III,2021-01-20,6ter,Etats-Unis,0.749346,3.1,Wednesday,non,tt0317919,6.9,399038,2006,"Action,Adventure,Thriller",126
MATILDA,2021-12-19,6ter,Etats-Unis,0.748982,3.2,Sunday,oui,tt0117008,7.0,182059,1996,"Comedy,Family,Fantasy",98
LA TOTALE,2021-06-27,6ter,France,0.748982,3.2,Sunday,non,tt0103103,6.2,1882,1991,"Adventure,Comedy",102
SHREK LE TROISIEME,2021-04-06,Gulli,Etats-Unis,0.634062,2.3,Tuesday,non,tt0413267,6.1,341343,2007,"Adventure,Animation,Comedy",93
"SHREK 4, IL ETAIT UNE FIN",2021-04-13,Gulli,Etats-Unis,0.634062,2.2,Tuesday,oui,tt0892791,6.3,231136,2010,"Adventure,Animation,Comedy",93
PETER ET ELLIOTT LE DRAGON,2021-12-22,Gulli,Etats-Unis,0.57614,2.5,Wednesday,oui,tt2788732,6.7,62523,2016,"Action,Adventure,Comedy",102
LE PARC DES MERVEILLES,2021-11-01,Gulli,Etats-Unis,0.57614,2.4,Monday,oui,tt6428676,5.9,12967,2019,"Adventure,Animation,Comedy",85
UN FLIC A LA MATERNELLE,2021-09-01,Gulli,Etats-Unis,0.57614,2.4,Wednesday,oui,tt0099938,6.2,166325,1990,"Action,Comedy,Crime",111
LES PINGOUINS DE MADAGASCAR,2021-04-20,Gulli,Etats-Unis,0.518778,2.0,Tuesday,oui,tt1911658,6.6,106454,2014,"Action,Adventure,Animation",92
LA GLOIRE DE MON PERE,2021-10-13,Gulli,France,0.518526,2.5,Wednesday,non,tt0099669,7.6,7242,1990,"Adventure,Biography,Drama",105
SHREK,2021-10-28,Gulli,Etats-Unis,0.518526,2.4,Thursday,oui,tt0126029,7.9,758473,2001,"Adventure,Animation,Comedy",90
MINUSCULE : LA VALLEE DES FOURMIS PERDUES,2021-06-22,Gulli,France,0.518526,2.3,Tuesday,non,tt2368672,7.1,9277,2013,"Action,Adventure,Animation",89
MADAGASCAR 2,2021-03-16,Gulli,Etats-Unis,0.461136,1.8,Tuesday,non,tt0479952,6.6,255297,2008,"Adventure,Animation,Comedy",89
CANICULE,2021-10-13,Canal +,,0.748982,3.8,Wednesday,non,tt5144174,6.8,35844,2020,"Crime,Drama,Mystery",117
ADIEU LES CONS,2021-10-15,Canal +,France,0.748982,3.7,Friday,non,tt10196398,6.7,7255,2020,"Comedy,Drama",87
"GREENLAND, LE DERNIER REFUGE",2021-09-24,Canal +,Etats-Unis,0.748982,3.6,Friday,non,tt7737786,6.4,141899,2020,"Action,Thriller",119
BRAQUAGE EN OR,2021-12-29,Canal +,Etats-Unis,0.748982,3.3,Wednesday,oui,tt4876134,4.5,14272,2021,"Adventure,Comedy,Thriller",94
ANTOINETTE DANS LES CEVENNES,2021-06-01,Canal +,France,0.748982,3.1,Tuesday,non,tt11013434,6.5,4059,2020,"Adventure,Comedy,Romance",96
LA BELLE EPOQUE,2021-01-01,Canal +,France,0.691704,2.9,Friday,oui,tt9172422,7.4,20639,2019,"Comedy,Drama,Fantasy",115
UNE AFFAIRE DE DETAILS,2021-11-12,Canal +,Etats-Unis,0.691368,3.4,Friday,non,tt10016180,6.3,132462,2021,"Crime,Drama,Mystery",128
1917,2021-12-18,Canal +,Etats-Unis,0.633754,3.0,Saturday,oui,tt8579674,8.2,709076,2019,"Action,Drama,War",119
CEUX QUI VEULENT MA MORT,2021-12-03,Canal +,Etats-Unis,0.633754,2.9,Friday,non,tt3215824,6.0,74984,2021,"Action,Drama,Thriller",100
SEULES LES BETES,2021-01-26,Canal +,France,0.57642,2.4,Tuesday,non,tt10409498,7.1,8264,2019,"Crime,Drama,Mystery",117
UN AIR DE FAMILLE,2021-01-19,C8,France,1.383408,6.4,Tuesday,non,tt0118015,7.4,5648,1996,"Comedy,Drama",110
DERNIER DOMICILE CONNU,2021-07-04,C8,France,1.325122,6.4,Sunday,non,tt0064225,6.9,1972,1970,"Crime,Drama,Mystery",105
L'HERITIER,2021-02-14,C8,France,1.268124,5.6,Sunday,oui,tt27534328,6.8,5295,2023,"Action,Drama,Thriller",118
MARY,2021-07-26,C8,Etats-Unis,1.267508,6.1,Monday,oui,tt4481414,7.6,144990,2017,Drama,101
PENDEZ-LES HAUT ET COURT,2021-10-12,C8,Etats-Unis,1.209894,6.0,Tuesday,non,tt0061747,7.0,44810,1968,"Drama,Western",114
LA VACHE ET LE PRISONNIER,2021-04-18,C8,France,1.15284,4.6,Sunday,oui,tt0053403,7.1,1770,1959,"Adventure,Comedy,War",118
LES GEANTS DE L'OUEST,2021-11-02,C8,Etats-Unis,1.094666,5.5,Tuesday,oui,tt0065150,6.6,7805,1969,"Action,Adventure,Drama",119
WORLD WAR Z,2021-02-01,C8,Etats-Unis,1.037556,4.7,Monday,non,tt0816711,7.0,742459,2013,"Action,Adventure,Horror",116
LE TATOUE,2021-04-25,C8,France,1.037556,4.0,Sunday,oui,tt0063674,6.5,3657,1968,Comedy,90
LE SOLEIL DES VOYOUS,2021-05-30,C8,France,1.037052,4.8,Sunday,non,tt0061000,6.4,778,1967,"Crime,Drama,Thriller",95
MARY,2021-03-08,CStar,Etats-Unis,0.86463,3.3,Monday,non,tt4481414,7.6,144990,2017,Drama,101
WORLD WAR Z,2021-05-26,CStar,Etats-Unis,0.691368,3.0,Wednesday,non,tt0816711,7.0,742459,2013,"Action,Adventure,Horror",116
FORCES SPECIALES,2021-01-06,CStar,France,0.634062,2.6,Wednesday,non,tt1656192,6.3,19758,2011,"Action,Drama,War",109
THE RYAN INITIATIVE,2021-03-10,CStar,Etats-Unis,0.634062,2.6,Wednesday,non,tt1205537,6.2,139760,2014,"Action,Drama,Thriller",105
GREEN ZONE,2021-11-17,CStar,Europe,0.633754,2.8,Wednesday,non,tt0947810,6.8,144420,2010,"Action,Drama,Thriller",115
UNSTOPPABLE,2021-05-19,CStar,Etats-Unis,0.633754,2.5,Wednesday,non,tt0477080,6.8,211607,2010,"Action,Thriller",98
PROBLEMOS,2021-11-02,CStar,France,0.57614,2.5,Tuesday,oui,tt5796516,6.1,2360,2017,Comedy,85
BASIC INSTINCT,2021-03-17,CStar,Etats-Unis,0.518778,2.4,Wednesday,non,tt0103772,7.1,226364,1992,"Drama,Mystery,Thriller",127
ALIEN : COVENANT,2021-04-07,CStar,Etats-Unis,0.518778,2.2,Wednesday,non,tt2316204,6.4,324467,2017,"Horror,Sci-Fi,Thriller",122
MES MEILLEURS COPAINS,2021-12-15,CStar,France,0.518526,2.4,Wednesday,non,tt0097871,6.7,1183,1989,"Comedy,Drama,Music",110
WIND RIVER,2021-09-19,NRJ12,Etats-Unis,1.037052,5.0,Sunday,non,tt5362988,7.7,290610,2017,"Crime,Drama,Mystery",107
ENNEMI D'ETAT,2021-04-13,NRJ12,Etats-Unis,0.922272,3.8,Tuesday,oui,tt0120660,7.3,264171,1998,"Action,Thriller",132
JASON BOURNE : L'HERITAGE,2021-11-30,NRJ12,Etats-Unis,0.921824,4.4,Tuesday,non,tt1194173,6.6,320027,2012,"Action,Adventure,Thriller",135
THE NOVEMBER MAN,2021-07-01,NRJ12,Etats-Unis,0.921824,4.4,Thursday,non,tt2402157,6.3,71502,2014,"Action,Adventure,Crime",108
LE NOUVEAU PROTOCOLE,2021-07-08,NRJ12,France,0.86421,4.0,Thursday,non,tt0926763,6.1,1050,2008,"Action,Drama,Mystery",92
CODE MERCURY,2021-09-14,NRJ12,Etats-Unis,0.86421,3.6,Tuesday,non,tt0120749,6.1,79061,1998,"Action,Crime,Drama",111
U.S. MARSHALS,2021-02-09,NRJ12,Etats-Unis,0.749346,3.5,Tuesday,oui,tt0120873,6.6,116450,1998,"Action,Crime,Thriller",131
L'OEIL DU MAL,2021-11-02,NRJ12,Etats-Unis,0.748982,3.5,Tuesday,oui,tt1059786,6.6,197379,2008,"Action,Mystery,Thriller",118
OBLIVION,2021-11-23,NRJ12,Etats-Unis,0.748982,3.4,Tuesday,non,tt1483013,7.0,564155,2013,"Action,Adventure,Sci-Fi",124
INCASSABLE,2021-05-18,NRJ12,Etats-Unis,0.748982,3.2,Tuesday,non,tt0217869,7.3,452074,2000,"Drama,Mystery,Sci-Fi",106
APPARENCES,2021-06-03,Chérie 25,Etats-Unis,0.86421,4.0,Thursday,non,tt0161081,6.6,139001,2000,"Drama,Horror,Mystery",130
L'AFFAIRE SK1,2021-10-14,Chérie 25,France,0.806596,4.1,Thursday,non,tt3433632,6.6,2882,2014,"Crime,Drama",120
BOOMERANG,2021-11-19,Chérie 25,France,0.806596,3.8,Friday,non,tt0103859,5.6,32110,1992,"Comedy,Drama,Romance",117
A ARMES EGALES,2021-03-04,Chérie 25,Etats-Unis,0.749346,3.6,Thursday,non,tt0119173,6.0,89169,1997,"Action,Drama,War",125
LE GRAND ALIBI,2021-02-19,Chérie 25,France,0.749346,3.1,Friday,oui,tt0042994,7.0,16801,1950,"Film-Noir,Mystery,Thriller",111
A BOUT PORTANT,2021-10-07,Chérie 25,France,0.748982,3.4,Thursday,non,tt1545759,6.8,14799,2010,"Action,Crime,Drama",84
JEUX DE POUVOIR,2021-04-08,Chérie 25,Etats-Unis,0.691704,3.1,Thursday,non,tt0473705,7.1,162920,2009,"Crime,Drama,Mystery",127
DOUBLE JEU,2021-04-15,Chérie 25,Etats-Unis,0.691704,2.9,Thursday,oui,tt0150377,6.5,98602,1999,"Crime,Drama,Mystery",105
"SIX JOURS, SEPT NUITS",2021-06-10,Chérie 25,Etats-Unis,0.691368,3.3,Thursday,non,tt0120828,5.9,84926,1998,"Action,Adventure,Comedy",102
LE BONHOMME DE NEIGE,2021-03-18,Chérie 25,Europe,0.634062,2.7,Thursday,non,tt1758810,5.2,74405,2017,"Crime,Drama,Mystery",119
TENDRE POULET,2021-01-04,Arte,France,2.075112,7.8,Monday,oui,tt0076808,6.7,1191,1977,"Action,Comedy,Crime",105
AMANDA,2021-04-14,Arte,France,2.01747,7.6,Wednesday,oui,tt0029971,7.0,4435,1938,"Comedy,Musical,Romance",83
UNE FEMME DE MENAGE,2021-01-22,Arte,France,1.844544,7.3,Friday,non,tt0291538,6.3,1917,2002,"Comedy,Drama,Romance",91
WILL HUNTING,2021-04-26,Arte,Etats-Unis,1.844544,7.1,Monday,oui,tt0119217,8.3,1111859,1997,"Drama,Romance",126
LA BAULE-LES PINS,2021-01-18,Arte,France,1.786902,6.9,Monday,non,tt0099200,6.2,982,1990,"Comedy,Drama,Romance",110
LA HORSE,2021-04-28,Arte,France,1.786902,6.4,Wednesday,oui,tt0064294,6.9,1015,1970,"Crime,Thriller",90
ESPION(S),2021-11-24,Arte,France,1.72842,7.0,Wednesday,non,tt1149592,5.9,1148,2009,"Drama,Romance,Thriller",99
THE LOST CITY OF Z,2021-01-31,Arte,Etats-Unis,1.671618,7.2,Sunday,non,tt1212428,6.6,101464,2016,"Adventure,Biography,Drama",141
